1 1 0.0024906600249066 0.105072463768116 0.00118067034295001 0.0366112779868639 0.44620253164557 0.440298507462687 0.0167541380702463 0.0023326264768252 0.00166934050210294 0
11 1 0.0012453300124533 0.0851449275362319 0.000618115650132652 0.044680284472982 0.604430379746835 0.655650319829424 0.00585385547032701 0.0016055740684641 0.00125742531327234 0.000311429461227032
21 1 0.0012453300124533 0.201086956521739 0.00150709096717736 0.10427137783919 0.468354430379747 0.471215351812367 0.0110012111425111 0.00315056043623145 0.00229805315873911 0.000311429461227032
31 1 0.0510585305105853 0.0108695652173913 0.00199324934368619 0.000297955466831039 0.242616033755274 0.394456289978678 0.000238191360516754 0.00230233262647683 0.00260156961366691 0.0115228900654002
41 1 0 0.0126811594202899 6.94511966441182e-06 0.0148847377898781 0.868143459915612 1 0.00121114251110214 0 2.16797467805576e-05 0
51 1 0.0336239103362391 0.596014492753623 0.0641242898615143 0.0219351090237675 0.00527426160337553 0.00426439232409382 0.0060557125555107 0.0157528021811572 0.0131596062957985 0.00498287137963251
61 1 0 0.141304347826087 0.000500048615837651 0.147102476196152 0.586497890295359 1 0.00118288251917642 0.00124204786428355 0.00156094176820015 0.00186857676736219
71 1 0.0012453300124533 0.317028985507246 0.00239606628422208 0.163862471205397 0.50210970464135 0.578891257995736 0.0060557125555107 0.00542259921235989 0.00446602783679487 0.00155714730613516
81 1 0 0.0615942028985507 0.000194463350603531 0.0651647228176159 0.84915611814346 1 0.00181671376665321 0.000696758558012723 0.000607032909855613 0.000622858922454064
91 1 0.0099626400996264 0 1.38902393288236e-05 0.000193671053440175 1 1 0.00161485668146952 6.05877006967586e-05 4.33594935611152e-05 0
101 1 0.0024906600249066 0.0181159420289855 0.000180573111274707 0.00681573130376001 0.329113924050633 0.64498933901919 0.00040371417036738 0.000151469251741896 0.000325196201708364 0.000934288383681096
111 1 0.0049813200498132 0.0108695652173913 0.000194463350603531 0.00259407478309773 0.186708860759494 0.573560767590618 0.000337101332256762 3.02938503483793e-05 0.000303516454927806 0.000622858922454064
121 1 0.0049813200498132 0.0036231884057971 5.55609573152945e-05 0.00110429744894254 0.437763713080169 0.573560767590618 0.000504642712959225 0 4.33594935611152e-05 0.000311429461227032
131 1 0 0.0579710144927536 0.000180573111274707 0.0614402794822279 0.64873417721519 1 0.000538958417440452 0.000454407755225689 0.000563673416294498 0.00155714730613516
141 1 0.0186799501867995 0.00543478260869565 0.000395871820871474 0.00045251986524964 0.109704641350211 0.5 0.00080742834073476 9.08815510451378e-05 0.000585353163075055 0.000311429461227032
151 1 0 0.0217391304347826 4.16707179864709e-05 0.024195846128348 0.837552742616034 1 0.000908356883326605 0.000121175401393517 0.000130078480683346 0.000311429461227032
161 1 0.0323785803237858 0.00543478260869565 0.000701457086105594 0.000262573255144853 0.345991561181435 0.733475479744136 0.000314897052886556 0.0010299909118449 0.00160430126176126 0.00467144191840548
171 1 0.0410958904109589 0.0471014492753623 0.00632700401427917 0.00146556845247517 0.176160337552743 0.52452025586354 0.000421881308033912 0.00587700696758558 0.0108832328838399 0.0199314855185301
181 1 0.0361145703611457 0.106884057971014 0.0124525995582904 0.00371140778371413 0.107594936708861 0.421108742004264 0.000171578522406136 0.00820963344441079 0.017690673372935 0.0464029897228278
191 1 0.037359900373599 0.188405797101449 0.0225577486700096 0.00629430923680569 0.20042194092827 0.420042643923241 0.000785224061364554 0.0236292032717358 0.0320426657416641 0.0498287137963251
