22 0 0.050512 0.491872227459645 0.029074 0.192086 0.476147 0.010827 0.988046 0.0152169823404153 0.582047
23 0 0.10949 0.0246279662928497 0.032463 0.183698 0.3688 0.088299 0.861722 0.0213460029779535 0.533991
24 0 0.033087 0.23121902128964 0.023656 0.180263 0.467511 0.009956 0.986932 0.0221105044909461 0.649324
25 0 0.078541 0.992872221675988 0.006181 0.078527 0.328725 0.010667 0.973596 0.0420085576137947 0.625119
26 0 0.029283 0.491872227459645 0.046107 0.261537 0.532188 0.010706 0.992272 0.0201141949118622 0.657359
27 0 0.025914 0.491872227459645 0.014756 0.145551 0.423204 0.01334 0.988346 0.0214100449895131 0.628573
28 0 0.047562 0.491872227459645 0.365856 0.512397 0.528434 0.013755 0.986727 0.0135238716598088 0.573255
29 0 0.033021 0.491872227459645 0.280589 0.469827 0.47808 0.016311 0.962484 0.0310083414720056 0.544174
30 0 0.12453 0.491872227459645 0.03802 0.230967 0.460932 0.007942 0.994403 0.0279713492050785 0.706946
31 0 0.104566 0.491872227459645 0.02708 0.224832 0.737294 0.025758 0.957048 0.0207165900830945 0.499365
32 0 0.058272 0.544375104828775 0.031347 0.229502 0.559074 0.031302 0.980386 0.00789617989401047 0.299214
33 0 0.072751 0.491872227459645 0.442735 0.512665 0.546384 0.104959 0.655413 0.0584743591796218 0.164605
34 0 0.04431 0.814766831886455 0.059504 0.323276 0.61394 0.017501 0.990312 0.0264883763749019 0.541862
35 0 0.054903 0.549100352224684 0.03814 0.253819 0.543233 0.031572 0.969934 0.0108741334315311 0.330363
36 0 0.030756 1 0.020946 0.172374 0.507866 0.010472 0.989551 0.025357634608303 0.659914
37 0 0.066358 0.491872227459645 0.018897 0.138929 0.294125 0.009525 0.971951 0.0528306569109336 0.690438
38 0 0.04489 0.491872227459645 0.030361 0.178719 0.426959 0.003962 0.996537 0.0299166253062009 0.806229
39 0 0.02996 0.814750637648134 0.014326 0.125734 0.340921 0.018756 0.968241 0.0457209929713892 0.593013
40 0 0.039582 0.309537828005622 0.047083 0.247633 0.451058 0.011927 0.984824 0.0198350117677196 0.59726
41 0 0.047634 0.852777022689285 0.028863 0.180182 0.401283 0.01732 0.97238 0.0271668214348613 0.563715
42 0 0.077711 0.814970416596781 0.046734 0.357887 0.84736 0.046967 0.938991 0.0255697737715942 0.747377
43 0 0.036577 0.491872227459645 0.206793 0.483369 0.76885 0.009641 0.950928 0.294775372644455 0.997015
44 0 0.059074 0.491872227459645 0.127263 0.441554 0.589261 0.01076 0.996419 0.0557966025712868 0.695838
45 0 0.09254 0.188247609903933 0.072403 0.311833 0.5068 0.01202 0.990647 0.0202732992843305 0.59701
46 0 0.083278 0.491872227459645 0.024111 0.192069 0.534414 0.004773 1 0.116137185994012 0.890078
47 0 0.065172 0.971498140554421 0.014653 0.141073 0.425887 0.007511 0.985839 0.0289269760963192 0.663737
